tower_id,tower_name,region,network_type,capacity_date,total_bandwidth_gbps,used_bandwidth_gbps,available_bandwidth_gbps,utilization_pct,equipment_status,last_maintenance_date,next_scheduled_maintenance,expected_growth_pct,upgrade_recommended,estimated_capacity_exhaustion_date
TWR_KL_005,4G Tower Ampang,Kuala Lumpur,4G,2024-12-03,58.4,51.1,7.2,87.6,Active,2024-10-04,2025-05-20,21.4,True,2026-03-12
TWR_SEL_001,5G Tower Shah Alam,Selangor,5G,2024-12-03,116.1,97.0,19.1,83.5,Active,2024-09-30,2025-05-26,15.7,True,2025-06-19
TWR_SEL_002,5G Tower Petaling Jaya,Selangor,5G,2024-12-03,143.3,110.7,32.6,77.3,Active,2024-10-14,2025-04-06,13.3,False,2026-08-09
TWR_SEL_003,5G Tower Subang Jaya,Selangor,5G,2024-12-03,113.0,84.3,28.7,74.6,Degraded,2024-10-24,2025-05-10,24.9,False,2025-06-25
TWR_SEL_004,4G Tower Klang,Selangor,4G,2024-12-03,61.3,51.6,9.7,84.1,Active,2024-10-10,2025-05-17,21.1,True,2026-08-03
TWR_SEL_005,4G Tower Kajang,Selangor,4G,2024-12-03,53.5,41.6,12.0,77.6,Active,2024-09-24,2025-05-03,18.2,False,2026-07-18
TWR_PNG_001,5G Tower Georgetown,Penang,5G,2024-12-03,119.2,75.6,43.6,63.4,Active,2024-10-08,2025-05-19,22.8,False,2025-11-26
TWR_PNG_002,4G Tower Bayan Lepas,Penang,4G,2024-12-03,70.0,53.4,16.5,76.4,Degraded,2024-10-21,2025-05-16,22.9,False,2025-08-01
TWR_PNG_003,4G Tower Butterworth,Penang,4G,2024-12-03,52.0,37.8,14.2,72.7,Active,2024-11-02,2025-04-18,12.3,False,2026-09-11
TWR_JHR_001,5G Tower Johor Bahru Central,Johor,5G,2024-12-03,119.9,98.4,21.5,82.1,Maintenance,2024-09-13,2025-05-19,23.8,True,2026-04-19
TWR_JHR_002,4G Tower Iskandar Puteri,Johor,4G,2024-12-03,54.2,41.3,12.9,76.2,Active,2024-10-26,2025-04-28,14.5,False,2026-04-01
TWR_JHR_003,4G Tower Skudai,Johor,4G,2024-12-03,67.6,53.0,14.6,78.4,Active,2024-11-02,2025-05-24,14.5,False,2026-02-14
TWR_SBH_001,4G Tower Kota Kinabalu,Sabah,4G,2024-12-03,58.4,51.6,6.9,88.2,Degraded,2024-10-02,2025-05-28,16.9,True,2026-09-03
TWR_SBH_002,4G Tower Sandakan,Sabah,4G,2024-12-03,65.2,50.7,14.4,77.9,Active,2024-09-20,2025-05-24,18.9,False,2025-12-23
TWR_SWK_001,4G Tower Kuching,Sarawak,4G,2024-12-03,56.6,46.0,10.5,81.4,Active,2024-09-17,2025-03-13,15.7,True,2026-03-01
TWR_SWK_002,4G Tower Miri,Sarawak,4G,2024-12-03,59.9,42.8,17.1,71.4,Active,2024-09-16,2025-03-28,16.0,False,2025-11-10
TWR_MLK_001,4G Tower Melaka Central,Melaka,4G,2024-12-03,58.6,50.3,8.3,85.8,Active,2024-10-15,2025-05-31,22.5,True,2026-04-14
TWR_IPH_001,4G Tower Ipoh,Perak,4G,2024-12-03,67.9,59.2,8.8,87.1,Active,2024-09-23,2025-04-10,12.5,True,2026-11-17
TWR_IPH_002,4G Tower Taiping,Perak,4G,2024-12-03,62.4,45.7,16.7,73.3,Active,2024-11-01,2025-04-27,23.9,False,2025-06-15
TWR_KL_001,5G Tower KLCC,Kuala Lumpur,5G,2024-12-04,127.2,84.2,43.0,66.2,Active,2024-10-11,2025-03-30,12.6,False,2025-09-05
TWR_KL_002,5G Tower Bukit Bintang,Kuala Lumpur,5G,2024-12-04,102.5,61.8,40.6,60.3,Degraded,2024-09-10,2025-03-17,23.6,False,2025-12-01
TWR_KL_003,5G Tower Mont Kiara,Kuala Lumpur,5G,2024-12-04,143.9,117.4,26.4,81.6,Active,2024-10-28,2025-05-22,20.5,True,2026-04-10
TWR_KL_004,5G Tower Cheras,Kuala Lumpur,5G,2024-12-04,114.5,68.8,45.8,60.0,Active,2024-09-09,2025-05-24,16.0,False,2025-06-30
TWR_KL_005,4G Tower Ampang,Kuala Lumpur,4G,2024-12-04,58.1,41.5,16.6,71.4,Active,2024-11-03,2025-04-14,18.0,False,2025-06-05
TWR_SEL_001,5G Tower Shah Alam,Selangor,5G,2024-12-04,122.1,94.6,27.5,77.5,Active,2024-10-31,2025-04-03,15.6,False,2025-07-18
TWR_SEL_002,5G Tower Petaling Jaya,Selangor,5G,2024-12-04,115.4,80.4,35.0,69.7,Active,2024-09-10,2025-03-16,20.4,False,2026-03-01
TWR_SEL_003,5G Tower Subang Jaya,Selangor,5G,2024-12-04,146.2,113.2,33.1,77.4,Active,2024-11-01,2025-05-06,24.6,False,2025-06-29
TWR_SEL_004,4G Tower Klang,Selangor,4G,2024-12-04,62.6,46.3,16.3,74.0,Active,2024-09-09,2025-04-14,22.6,False,2026-07-24
TWR_SEL_005,4G Tower Kajang,Selangor,4G,2024-12-04,54.8,43.0,11.7,78.6,Maintenance,2024-10-24,2025-03-16,15.5,False,2025-11-11
TWR_PNG_001,5G Tower Georgetown,Penang,5G,2024-12-04,131.7,85.3,46.5,64.7,Active,2024-10-19,2025-05-23,12.6,False,2026-11-21
TWR_PNG_002,4G Tower Bayan Lepas,Penang,4G,2024-12-04,63.9,52.1,11.8,81.6,Active,2024-09-17,2025-04-01,14.1,True,2026-08-16
TWR_PNG_003,4G Tower Butterworth,Penang,4G,2024-12-04,68.2,54.6,13.6,80.1,Active,2024-10-09,2025-04-16,23.0,True,2025-07-16
TWR_JHR_001,5G Tower Johor Bahru Central,Johor,5G,2024-12-04,129.2,101.9,27.3,78.8,Active,2024-09-28,2025-04-02,19.1,False,2025-06-18
TWR_JHR_002,4G Tower Iskandar Puteri,Johor,4G,2024-12-04,62.3,53.8,8.6,86.3,Active,2024-09-10,2025-04-23,17.6,True,2025-11-08
TWR_JHR_003,4G Tower Skudai,Johor,4G,2024-12-04,65.3,58.6,6.7,89.8,Active,2024-11-01,2025-05-03,16.7,True,2026-10-17
TWR_SBH_001,4G Tower Kota Kinabalu,Sabah,4G,2024-12-04,55.7,42.1,13.5,75.7,Active,2024-10-04,2025-05-22,23.3,False,2026-01-03
TWR_SBH_002,4G Tower Sandakan,Sabah,4G,2024-12-04,55.6,45.4,10.1,81.8,Degraded,2024-09-12,2025-06-01,23.1,True,2025-12-17
TWR_SWK_001,4G Tower Kuching,Sarawak,4G,2024-12-04,68.1,48.3,19.7,71.0,Active,2024-10-07,2025-03-29,17.3,False,2026-04-07
TWR_SWK_002,4G Tower Miri,Sarawak,4G,2024-12-04,54.1,46.8,7.3,86.5,Active,2024-09-06,2025-05-05,24.7,True,2026-10-03
TWR_MLK_001,4G Tower Melaka Central,Melaka,4G,2024-12-04,68.4,60.4,8.1,88.2,Active,2024-09-14,2025-05-25,19.6,True,2026-08-20
TWR_IPH_001,4G Tower Ipoh,Perak,4G,2024-12-04,68.0,51.4,16.6,75.6,Active,2024-09-12,2025-03-09,20.3,False,2026-08-19
TWR_IPH_002,4G Tower Taiping,Perak,4G,2024-12-04,60.7,43.5,17.2,71.7,Maintenance,2024-09-16,2025-04-29,21.9,False,2026-09-06
TWR_KL_001,5G Tower KLCC,Kuala Lumpur,5G,2024-12-05,132.8,91.6,41.2,69.0,Active,2024-09-25,2025-04-07,20.7,False,2025-10-01
TWR_KL_002,5G Tower Bukit Bintang,Kuala Lumpur,5G,2024-12-05,148.5,98.8,49.7,66.5,Degraded,2024-10-09,2025-05-21,22.8,False,2026-06-18
TWR_KL_003,5G Tower Mont Kiara,Kuala Lumpur,5G,2024-12-05,148.6,90.8,57.8,61.1,Active,2024-09-23,2025-04-29,17.9,False,2025-07-11
TWR_KL_004,5G Tower Cheras,Kuala Lumpur,5G,2024-12-05,137.8,115.9,22.0,84.1,Active,2024-09-07,2025-06-03,23.9,True,2025-12-01
TWR_KL_005,4G Tower Ampang,Kuala Lumpur,4G,2024-12-05,64.1,55.3,8.8,86.2,Active,2024-09-29,2025-05-28,17.3,True,2025-11-02
TWR_SEL_001,5G Tower Shah Alam,Selangor,5G,2024-12-05,143.7,87.5,56.2,60.9,Active,2024-10-12,2025-05-07,18.2,False,2025-10-05
TWR_SEL_002,5G Tower Petaling Jaya,Selangor,5G,2024-12-05,133.1,103.7,29.4,77.9,Degraded,2024-10-08,2025-06-03,17.9,False,2025-12-06
TWR_SEL_003,5G Tower Subang Jaya,Selangor,5G,2024-12-05,127.0,96.8,30.2,76.2,Active,2024-10-08,2025-05-25,24.8,False,2026-09-14
TWR_SEL_004,4G Tower Klang,Selangor,4G,2024-12-05,52.3,46.6,5.7,89.1,Active,2024-09-16,2025-04-07,14.3,True,2026-01-15
TWR_SEL_005,4G Tower Kajang,Selangor,4G,2024-12-05,58.7,49.6,9.1,84.4,Active,2024-10-29,2025-03-06,14.2,True,2025-07-05
TWR_PNG_001,5G Tower Georgetown,Penang,5G,2024-12-05,114.6,72.9,41.6,63.7,Active,2024-09-25,2025-05-31,15.3,False,2026-02-11
TWR_PNG_002,4G Tower Bayan Lepas,Penang,4G,2024-12-05,57.7,41.8,15.9,72.4,Active,2024-10-08,2025-03-25,16.4,False,2026-09-26
TWR_PNG_003,4G Tower Butterworth,Penang,4G,2024-12-05,55.4,42.4,12.9,76.6,Degraded,2024-09-11,2025-05-22,24.4,False,2025-07-18
TWR_JHR_001,5G Tower Johor Bahru Central,Johor,5G,2024-12-05,140.2,93.1,47.0,66.4,Active,2024-10-04,2025-05-12,23.1,False,2025-11-09
TWR_JHR_002,4G Tower Iskandar Puteri,Johor,4G,2024-12-05,64.9,57.8,7.1,89.0,Active,2024-09-24,2025-03-05,13.8,True,2026-06-27
TWR_JHR_003,4G Tower Skudai,Johor,4G,2024-12-05,59.9,46.7,13.2,78.0,Active,2024-09-17,2025-03-12,12.6,False,2026-01-30
TWR_SBH_001,4G Tower Kota Kinabalu,Sabah,4G,2024-12-05,67.9,60.3,7.6,88.8,Active,2024-09-26,2025-03-08,18.2,True,2025-07-23
TWR_SBH_002,4G Tower Sandakan,Sabah,4G,2024-12-05,55.2,39.3,15.9,71.2,Active,2024-10-07,2025-04-22,17.0,False,2026-10-01
TWR_SWK_001,4G Tower Kuching,Sarawak,4G,2024-12-05,63.5,49.8,13.8,78.3,Active,2024-09-15,2025-05-28,14.7,False,2026-09-17
TWR_SWK_002,4G Tower Miri,Sarawak,4G,2024-12-05,51.0,39.4,11.5,77.4,Degraded,2024-10-06,2025-03-31,22.9,False,2025-07-10
TWR_MLK_001,4G Tower Melaka Central,Melaka,4G,2024-12-05,68.9,60.0,8.8,87.2,Active,2024-10-02,2025-05-05,18.7,True,2026-03-29
TWR_IPH_001,4G Tower Ipoh,Perak,4G,2024-12-05,54.4,46.5,7.8,85.6,Maintenance,2024-11-01,2025-03-31,22.7,True,2026-11-27
TWR_IPH_002,4G Tower Taiping,Perak,4G,2024-12-05,65.7,52.8,13.0,80.3,Active,2024-09-08,2025-05-28,15.3,True,2026-01-21
TWR_KL_001,5G Tower KLCC,Kuala Lumpur,5G,2024-12-06,129.3,90.3,39.0,69.8,Active,2024-09-29,2025-04-04,23.3,False,2026-01-06
TWR_KL_002,5G Tower Bukit Bintang,Kuala Lumpur,5G,2024-12-06,138.8,112.2,26.6,80.8,Active,2024-11-04,2025-03-09,21.0,True,2025-06-22
TWR_KL_003,5G Tower Mont Kiara,Kuala Lumpur,5G,2024-12-06,141.6,99.3,42.3,70.1,Active,2024-10-14,2025-04-04,13.1,False,2026-09-02
TWR_KL_004,5G Tower Cheras,Kuala Lumpur,5G,2024-12-06,104.2,78.1,26.1,74.9,Active,2024-09-12,2025-03-27,17.7,False,2025-11-11
TWR_KL_005,4G Tower Ampang,Kuala Lumpur,4G,2024-12-06,50.9,36.3,14.6,71.3,Active,2024-10-03,2025-05-24,18.7,False,2026-08-02
TWR_SEL_001,5G Tower Shah Alam,Selangor,5G,2024-12-06,134.5,98.8,35.8,73.4,Active,2024-09-15,2025-03-31,21.0,False,2026-05-24
TWR_SEL_002,5G Tower Petaling Jaya,Selangor,5G,2024-12-06,142.7,101.2,41.4,70.9,Maintenance,2024-10-22,2025-05-30,20.7,False,2026-03-19
TWR_SEL_003,5G Tower Subang Jaya,Selangor,5G,2024-12-06,119.7,89.0,30.7,74.4,Active,2024-10-20,2025-05-04,23.3,False,2026-04-15
TWR_SEL_004,4G Tower Klang,Selangor,4G,2024-12-06,52.4,45.1,7.4,86.0,Active,2024-10-20,2025-05-17,22.5,True,2026-09-28
TWR_SEL_005,4G Tower Kajang,Selangor,4G,2024-12-06,56.9,45.6,11.3,80.2,Active,2024-09-22,2025-05-06,22.2,True,2025-07-27
TWR_PNG_001,5G Tower Georgetown,Penang,5G,2024-12-06,114.4,96.1,18.3,84.0,Active,2024-10-09,2025-05-30,21.9,True,2026-11-24
TWR_PNG_002,4G Tower Bayan Lepas,Penang,4G,2024-12-06,64.4,48.4,16.0,75.2,Degraded,2024-10-17,2025-04-01,23.6,False,2026-06-22
TWR_PNG_003,4G Tower Butterworth,Penang,4G,2024-12-06,56.8,48.7,8.1,85.7,Active,2024-10-30,2025-03-12,22.8,True,2026-07-06
TWR_JHR_001,5G Tower Johor Bahru Central,Johor,5G,2024-12-06,149.3,112.6,36.7,75.4,Active,2024-10-14,2025-05-16,14.9,False,2026-05-22
TWR_JHR_002,4G Tower Iskandar Puteri,Johor,4G,2024-12-06,67.7,57.2,10.4,84.6,Active,2024-10-15,2025-03-15,24.1,True,2026-01-24
TWR_JHR_003,4G Tower Skudai,Johor,4G,2024-12-06,52.9,43.6,9.4,82.3,Active,2024-09-20,2025-05-06,19.8,True,2026-07-09
TWR_SBH_001,4G Tower Kota Kinabalu,Sabah,4G,2024-12-06,55.8,40.2,15.6,72.1,Maintenance,2024-10-26,2025-05-16,15.8,False,2026-05-02
TWR_SBH_002,4G Tower Sandakan,Sabah,4G,2024-12-06,56.5,44.1,12.5,77.9,Active,2024-10-27,2025-03-21,16.5,False,2026-07-11
TWR_SWK_001,4G Tower Kuching,Sarawak,4G,2024-12-06,52.4,37.1,15.2,70.9,Active,2024-10-29,2025-04-21,15.8,False,2025-06-12
TWR_SWK_002,4G Tower Miri,Sarawak,4G,2024-12-06,51.9,45.0,6.9,86.8,Degraded,2024-10-09,2025-04-29,14.1,True,2026-03-07
TWR_MLK_001,4G Tower Melaka Central,Melaka,4G,2024-12-06,59.4,45.7,13.7,77.0,Degraded,2024-10-16,2025-05-30,16.1,False,2026-01-12
TWR_IPH_001,4G Tower Ipoh,Perak,4G,2024-12-06,51.9,46.0,5.9,88.7,Active,2024-11-03,2025-03-31,16.1,True,2026-11-16
TWR_IPH_002,4G Tower Taiping,Perak,4G,2024-12-06,50.2,42.8,7.4,85.3,Active,2024-10-20,2025-04-17,22.7,True,2026-01-26
TWR_KL_001,5G Tower KLCC,Kuala Lumpur,5G,2024-12-07,124.6,77.0,47.6,61.8,Active,2024-09-25,2025-04-09,14.0,False,2025-10-25
TWR_KL_002,5G Tower Bukit Bintang,Kuala Lumpur,5G,2024-12-07,147.5,95.1,52.4,64.4,Active,2024-10-05,2025-06-04,16.6,False,2026-10-18
TWR_KL_003,5G Tower Mont Kiara,Kuala Lumpur,5G,2024-12-07,140.5,89.8,50.8,63.9,Active,2024-09-17,2025-04-08,23.9,False,2025-12-02
TWR_KL_004,5G Tower Cheras,Kuala Lumpur,5G,2024-12-07,141.0,98.3,42.6,69.8,Active,2024-09-24,2025-05-04,15.1,False,2026-08-25
TWR_KL_005,4G Tower Ampang,Kuala Lumpur,4G,2024-12-07,68.3,51.6,16.7,75.6,Active,2024-10-10,2025-06-04,21.5,False,2026-11-08
TWR_SEL_001,5G Tower Shah Alam,Selangor,5G,2024-12-07,108.6,77.7,30.9,71.5,Active,2024-09-30,2025-05-28,24.4,False,2026-02-06
TWR_SEL_002,5G Tower Petaling Jaya,Selangor,5G,2024-12-07,147.3,89.3,58.0,60.6,Active,2024-10-10,2025-03-28,25.0,False,2025-08-01
TWR_SEL_003,5G Tower Subang Jaya,Selangor,5G,2024-12-07,126.5,80.6,45.9,63.7,Active,2024-09-16,2025-05-31,15.6,False,2026-06-18
TWR_SEL_004,4G Tower Klang,Selangor,4G,2024-12-07,68.2,58.0,10.2,85.0,Degraded,2024-10-04,2025-05-01,20.3,True,2026-06-04
TWR_SEL_005,4G Tower Kajang,Selangor,4G,2024-12-07,54.4,48.7,5.7,89.5,Active,2024-09-22,2025-03-12,19.5,True,2025-10-28
TWR_PNG_001,5G Tower Georgetown,Penang,5G,2024-12-07,139.2,115.9,23.4,83.2,Active,2024-10-18,2025-05-05,13.7,True,2026-07-20
TWR_PNG_002,4G Tower Bayan Lepas,Penang,4G,2024-12-07,64.6,57.8,6.9,89.4,Active,2024-10-10,2025-04-27,22.1,True,2026-11-07
TWR_PNG_003,4G Tower Butterworth,Penang,4G,2024-12-07,52.0,45.0,7.0,86.5,Active,2024-10-21,2025-04-24,19.1,True,2026-03-11
TWR_JHR_001,5G Tower Johor Bahru Central,Johor,5G,2024-12-07,127.3,99.9,27.3,78.5,Maintenance,2024-09-14,2025-04-09,17.4,False,2026-04-11
TWR_JHR_002,4G Tower Iskandar Puteri,Johor,4G,2024-12-07,57.8,51.8,5.9,89.7,Active,2024-09-14,2025-05-29,22.0,True,2025-09-06
TWR_JHR_003,4G Tower Skudai,Johor,4G,2024-12-07,65.7,57.4,8.3,87.4,Active,2024-11-05,2025-06-05,20.5,True,2026-11-13
TWR_SBH_001,4G Tower Kota Kinabalu,Sabah,4G,2024-12-07,57.9,41.6,16.3,71.8,Active,2024-10-09,2025-05-04,24.1,False,2026-05-04
TWR_SBH_002,4G Tower Sandakan,Sabah,4G,2024-12-07,59.1,51.2,7.9,86.6,Active,2024-10-25,2025-04-13,21.7,True,2026-06-10
TWR_SWK_001,4G Tower Kuching,Sarawak,4G,2024-12-07,68.3,57.0,11.3,83.4,Active,2024-10-10,2025-05-16,13.8,True,2026-07-05
TWR_SWK_002,4G Tower Miri,Sarawak,4G,2024-12-07,52.3,42.6,9.7,81.4,Active,2024-10-09,2025-03-07,24.4,True,2025-08-24
TWR_MLK_001,4G Tower Melaka Central,Melaka,4G,2024-12-07,63.8,50.0,13.8,78.4,Active,2024-09-29,2025-04-29,15.6,False,2026-02-12
TWR_IPH_001,4G Tower Ipoh,Perak,4G,2024-12-07,56.9,46.5,10.4,81.7,Active,2024-09-26,2025-03-09,17.1,True,2025-06-14
TWR_IPH_002,4G Tower Taiping,Perak,4G,2024-12-07,53.2,47.7,5.5,89.6,Active,2024-10-18,2025-03-30,13.1,True,2025-07-28
TWR_KL_001,5G Tower KLCC,Kuala Lumpur,5G,2024-12-08,103.4,73.9,29.4,71.5,Degraded,2024-10-31,2025-03-08,13.5,False,2026-11-18
TWR_KL_002,5G Tower Bukit Bintang,Kuala Lumpur,5G,2024-12-08,136.8,104.1,32.7,76.1,Active,2024-10-28,2025-05-22,16.0,False,2026-05-31
TWR_KL_003,5G Tower Mont Kiara,Kuala Lumpur,5G,2024-12-08,127.6,88.3,39.3,69.2,Active,2024-10-22,2025-05-26,22.1,False,2026-10-25
TWR_KL_004,5G Tower Cheras,Kuala Lumpur,5G,2024-12-08,110.3,78.6,31.8,71.2,Active,2024-09-09,2025-03-29,18.4,False,2025-08-17
TWR_KL_005,4G Tower Ampang,Kuala Lumpur,4G,2024-12-08,55.4,39.7,15.8,71.5,Active,2024-09-09,2025-05-18,22.8,False,2025-12-20
TWR_SEL_001,5G Tower Shah Alam,Selangor,5G,2024-12-08,135.2,94.3,40.9,69.7,Active,2024-10-13,2025-04-30,19.1,False,2026-10-08
TWR_SEL_002,5G Tower Petaling Jaya,Selangor,5G,2024-12-08,105.5,70.4,35.1,66.7,Active,2024-10-03,2025-03-29,17.9,False,2025-08-25
TWR_SEL_003,5G Tower Subang Jaya,Selangor,5G,2024-12-08,102.0,68.4,33.6,67.0,Active,2024-10-27,2025-03-11,19.4,False,2025-10-11
TWR_SEL_004,4G Tower Klang,Selangor,4G,2024-12-08,51.0,43.1,7.9,84.5,Active,2024-09-15,2025-04-04,18.8,True,2026-08-24
TWR_SEL_005,4G Tower Kajang,Selangor,4G,2024-12-08,68.4,50.7,17.7,74.1,Degraded,2024-10-31,2025-04-18,12.2,False,2025-09-19
TWR_PNG_001,5G Tower Georgetown,Penang,5G,2024-12-08,141.4,94.1,47.3,66.6,Active,2024-10-26,2025-04-15,16.4,False,2026-10-18
TWR_PNG_002,4G Tower Bayan Lepas,Penang,4G,2024-12-08,67.9,56.7,11.2,83.5,Degraded,2024-11-05,2025-03-19,24.6,True,2026-02-27
TWR_PNG_003,4G Tower Butterworth,Penang,4G,2024-12-08,65.1,58.3,6.8,89.6,Active,2024-09-29,2025-04-30,19.1,True,2026-03-06
TWR_JHR_001,5G Tower Johor Bahru Central,Johor,5G,2024-12-08,149.7,110.1,39.6,73.6,Active,2024-09-29,2025-04-26,13.8,False,2025-08-29
TWR_JHR_002,4G Tower Iskandar Puteri,Johor,4G,2024-12-08,53.9,44.3,9.6,82.2,Maintenance,2024-09-18,2025-04-22,14.6,True,2026-06-24
TWR_JHR_003,4G Tower Skudai,Johor,4G,2024-12-08,63.7,57.2,6.5,89.9,Active,2024-09-10,2025-06-03,19.4,True,2025-11-15
TWR_SBH_001,4G Tower Kota Kinabalu,Sabah,4G,2024-12-08,55.4,47.3,8.1,85.4,Active,2024-10-06,2025-05-31,24.7,True,2025-12-03
TWR_SBH_002,4G Tower Sandakan,Sabah,4G,2024-12-08,54.2,41.8,12.4,77.0,Degraded,2024-10-28,2025-03-14,15.4,False,2025-09-23
TWR_SWK_001,4G Tower Kuching,Sarawak,4G,2024-12-08,58.7,46.3,12.4,78.9,Active,2024-10-28,2025-05-12,15.3,False,2026-08-02
TWR_SWK_002,4G Tower Miri,Sarawak,4G,2024-12-08,53.2,43.5,9.7,81.8,Active,2024-10-11,2025-05-03,12.7,True,2026-11-16
TWR_MLK_001,4G Tower Melaka Central,Melaka,4G,2024-12-08,60.1,53.1,7.0,88.3,Active,2024-10-06,2025-04-05,23.9,True,2025-08-25
TWR_IPH_001,4G Tower Ipoh,Perak,4G,2024-12-08,56.5,50.8,5.6,90.0,Active,2024-10-17,2025-04-16,23.4,True,2026-10-10
TWR_IPH_002,4G Tower Taiping,Perak,4G,2024-12-08,64.5,54.1,10.5,83.8,Active,2024-10-25,2025-03-10,23.1,True,2026-11-07
TWR_KL_001,5G Tower KLCC,Kuala Lumpur,5G,2024-12-09,112.4,67.6,44.8,60.1,Active,2024-10-09,2025-04-01,23.1,False,2026-01-21
TWR_KL_002,5G Tower Bukit Bintang,Kuala Lumpur,5G,2024-12-09,131.1,85.9,45.2,65.5,Active,2024-10-08,2025-03-16,17.3,False,2026-10-30
TWR_KL_003,5G Tower Mont Kiara,Kuala Lumpur,5G,2024-12-09,124.0,104.0,20.0,83.8,Active,2024-10-22,2025-05-25,14.5,True,2026-12-08
TWR_KL_004,5G Tower Cheras,Kuala Lumpur,5G,2024-12-09,139.3,117.0,22.3,84.0,Active,2024-10-13,2025-04-18,23.4,True,2026-09-30
TWR_KL_005,4G Tower Ampang,Kuala Lumpur,4G,2024-12-09,65.0,47.9,17.1,73.6,Active,2024-09-28,2025-03-17,21.8,False,2026-03-20
TWR_SEL_001,5G Tower Shah Alam,Selangor,5G,2024-12-09,126.8,82.8,44.0,65.3,Degraded,2024-09-30,2025-05-01,22.4,False,2026-07-12
TWR_SEL_002,5G Tower Petaling Jaya,Selangor,5G,2024-12-09,127.2,83.7,43.5,65.8,Active,2024-10-20,2025-04-03,22.4,False,2026-06-01
TWR_SEL_003,5G Tower Subang Jaya,Selangor,5G,2024-12-09,133.0,90.3,42.8,67.9,Active,2024-10-13,2025-05-20,12.9,False,2026-08-29
TWR_SEL_004,4G Tower Klang,Selangor,4G,2024-12-09,52.0,41.7,10.4,80.1,Active,2024-09-20,2025-03-10,19.2,True,2026-02-14
TWR_SEL_005,4G Tower Kajang,Selangor,4G,2024-12-09,56.8,47.9,8.9,84.3,Active,2024-09-22,2025-06-07,21.3,True,2026-03-05
TWR_PNG_001,5G Tower Georgetown,Penang,5G,2024-12-09,130.2,90.9,39.3,69.8,Active,2024-09-29,2025-03-15,22.6,False,2026-07-02
TWR_PNG_002,4G Tower Bayan Lepas,Penang,4G,2024-12-09,54.6,41.3,13.3,75.6,Degraded,2024-11-02,2025-04-12,20.5,False,2026-06-17
TWR_PNG_003,4G Tower Butterworth,Penang,4G,2024-12-09,68.7,52.8,15.9,76.9,Active,2024-10-29,2025-04-04,21.1,False,2025-07-01
TWR_JHR_001,5G Tower Johor Bahru Central,Johor,5G,2024-12-09,113.0,81.4,31.6,72.0,Active,2024-10-26,2025-05-28,12.1,False,2026-09-25
TWR_JHR_002,4G Tower Iskandar Puteri,Johor,4G,2024-12-09,50.2,39.1,11.2,77.8,Maintenance,2024-09-14,2025-03-19,21.5,False,2025-12-28
TWR_JHR_003,4G Tower Skudai,Johor,4G,2024-12-09,67.5,60.1,7.4,89.1,Active,2024-10-27,2025-04-18,23.9,True,2026-10-10
TWR_SBH_001,4G Tower Kota Kinabalu,Sabah,4G,2024-12-09,62.6,48.1,14.5,76.8,Active,2024-10-02,2025-05-09,25.0,False,2026-06-29
TWR_SBH_002,4G Tower Sandakan,Sabah,4G,2024-12-09,64.0,56.6,7.4,88.4,Active,2024-10-29,2025-05-14,13.4,True,2026-05-28
TWR_SWK_001,4G Tower Kuching,Sarawak,4G,2024-12-09,67.1,56.3,10.9,83.8,Degraded,2024-10-12,2025-05-12,12.1,True,2025-08-10
TWR_SWK_002,4G Tower Miri,Sarawak,4G,2024-12-09,51.4,39.8,11.6,77.4,Active,2024-10-18,2025-04-21,24.0,False,2026-01-22
TWR_MLK_001,4G Tower Melaka Central,Melaka,4G,2024-12-09,61.0,54.8,6.2,89.9,Active,2024-09-29,2025-06-04,18.9,True,2026-11-19
TWR_IPH_001,4G Tower Ipoh,Perak,4G,2024-12-09,52.6,41.1,11.5,78.1,Active,2024-09-21,2025-04-16,17.4,False,2026-08-04
TWR_IPH_002,4G Tower Taiping,Perak,4G,2024-12-09,66.7,51.2,15.5,76.8,Active,2024-10-13,2025-05-25,12.2,False,2026-09-23
TWR_KL_001,5G Tower KLCC,Kuala Lumpur,5G,2024-12-10,146.3,114.2,32.1,78.0,Active,2024-10-27,2025-03-31,12.3,False,2026-11-08
TWR_KL_002,5G Tower Bukit Bintang,Kuala Lumpur,5G,2024-12-10,125.0,76.6,48.4,61.3,Active,2024-09-26,2025-05-24,23.5,False,2025-07-26
TWR_KL_003,5G Tower Mont Kiara,Kuala Lumpur,5G,2024-12-10,140.3,94.6,45.7,67.4,Active,2024-10-15,2025-05-04,18.3,False,2026-11-01
TWR_KL_004,5G Tower Cheras,Kuala Lumpur,5G,2024-12-10,113.0,69.0,44.0,61.1,Active,2024-10-14,2025-04-22,18.9,False,2025-10-20
TWR_KL_005,4G Tower Ampang,Kuala Lumpur,4G,2024-12-10,65.9,57.4,8.5,87.0,Active,2024-09-19,2025-04-18,23.3,True,2025-07-08
TWR_SEL_001,5G Tower Shah Alam,Selangor,5G,2024-12-10,107.3,80.7,26.7,75.2,Active,2024-09-25,2025-05-12,15.2,False,2025-07-18
TWR_SEL_002,5G Tower Petaling Jaya,Selangor,5G,2024-12-10,124.2,81.8,42.4,65.9,Active,2024-10-10,2025-04-06,22.6,False,2026-07-04
TWR_SEL_003,5G Tower Subang Jaya,Selangor,5G,2024-12-10,111.5,84.6,26.9,75.9,Active,2024-10-09,2025-04-02,17.7,False,2025-10-06
