customer_id,customer_segment,region,signup_date,plan_type,monthly_revenue,tenure_months,is_churned,churn_date,churn_reason
CUST_004282,Business,Kuala Lumpur,2024-07-16,NovaConnect Business Elite,399,3,False,,
CUST_004283,Prepaid,Perak,2021-04-19,NovaConnect Prepaid Basic,20,43,False,,
CUST_004284,Postpaid,Johor,2024-03-07,NovaConnect Postpaid 40,58,7,False,,
CUST_004285,Business,Melaka,2020-04-24,NovaConnect Business Elite,399,55,False,,
CUST_004286,Enterprise,Perak,2023-02-15,NovaConnect Enterprise 300,1599,20,False,,
CUST_004287,Prepaid,Penang,2022-09-07,NovaConnect Prepaid Plus,30,26,False,,
CUST_004288,Postpaid,Melaka,2023-11-11,NovaConnect Postpaid 60,78,11,False,,
CUST_004289,Business,Sabah,2020-09-26,NovaConnect Business Pro,299,49,False,,
CUST_004290,Postpaid,Perak,2022-07-22,NovaConnect Postpaid 40,58,27,False,,
CUST_004291,Postpaid,Johor,2020-05-09,NovaConnect Postpaid 40,58,54,False,,
CUST_004292,Postpaid,Johor,2023-04-18,NovaConnect Postpaid 60,78,18,False,,
CUST_004293,Postpaid,Melaka,2020-04-12,NovaConnect Postpaid 60,78,55,False,,
CUST_004294,Prepaid,Kuala Lumpur,2019-12-30,NovaConnect Prepaid Basic,20,58,False,,
CUST_004295,Postpaid,Melaka,2024-08-16,NovaConnect Postpaid 40,58,2,False,,
CUST_004296,Enterprise,Penang,2024-08-31,NovaConnect Enterprise 300,1599,2,False,,
CUST_004297,Postpaid,Johor,2023-06-28,NovaConnect Postpaid 60,78,16,False,,
CUST_004298,Postpaid,Johor,2021-07-30,NovaConnect 5G Postpaid 100,128,39,False,,
CUST_004299,Enterprise,Selangor,2023-12-15,NovaConnect Enterprise 300,1599,10,False,,
CUST_004300,Postpaid,Sarawak,2024-06-20,NovaConnect 5G Postpaid 100,128,4,False,,
CUST_004301,Prepaid,Melaka,2024-09-23,NovaConnect Prepaid Basic,20,1,False,,
CUST_004302,Prepaid,Sabah,2020-04-20,NovaConnect Prepaid Plus,30,55,False,,
CUST_004303,Prepaid,Perak,2023-09-14,NovaConnect Prepaid Basic,20,13,False,,
CUST_004304,Business,Kuala Lumpur,2022-09-03,NovaConnect Business Elite,399,26,False,,
CUST_004305,Postpaid,Johor,2023-01-16,NovaConnect Postpaid 40,58,21,False,,
CUST_004306,Prepaid,Johor,2023-02-20,NovaConnect Prepaid Plus,30,20,True,2024-05-31,Network Issues - Switched to Maxis
CUST_004307,Prepaid,Melaka,2022-02-25,NovaConnect Prepaid Basic,20,32,False,,
CUST_004308,Business,Sabah,2022-09-08,NovaConnect Business Elite,399,26,False,,
CUST_004309,Business,Johor,2020-03-01,NovaConnect Business Elite,399,56,False,,
CUST_004310,Postpaid,Sabah,2020-08-19,NovaConnect 5G Postpaid 80,98,51,False,,
CUST_004311,Business,Sarawak,2023-06-18,NovaConnect Business Elite,399,16,False,,
CUST_004312,Postpaid,Johor,2020-02-02,NovaConnect 5G Postpaid 100,128,57,False,,
CUST_004313,Postpaid,Melaka,2022-07-18,NovaConnect Postpaid 60,78,27,False,,
CUST_004314,Postpaid,Selangor,2020-10-12,NovaConnect 5G Postpaid 100,128,49,False,,
CUST_004315,Business,Sabah,2020-10-23,NovaConnect Business Pro,299,49,False,,
CUST_004316,Business,Perak,2020-04-22,NovaConnect Business Pro,299,55,False,,
CUST_004317,Prepaid,Perak,2020-09-19,NovaConnect Prepaid Plus,30,50,False,,
CUST_004318,Postpaid,Sabah,2024-07-06,NovaConnect Postpaid 40,58,3,False,,
CUST_004319,Postpaid,Sabah,2020-11-09,NovaConnect Postpaid 40,58,48,False,,
CUST_004320,Prepaid,Penang,2023-09-29,NovaConnect Prepaid Basic,20,13,False,,
CUST_004321,Business,Johor,2023-12-05,NovaConnect Business Pro,299,11,False,,
CUST_004322,Postpaid,Melaka,2021-02-23,NovaConnect 5G Postpaid 80,98,44,False,,
CUST_004323,Postpaid,Sarawak,2022-08-02,NovaConnect 5G Postpaid 100,128,27,False,,
CUST_004324,Postpaid,Kuala Lumpur,2020-10-28,NovaConnect Postpaid 40,58,48,False,,
CUST_004325,Business,Sarawak,2023-04-06,NovaConnect Business Pro,299,19,False,,
CUST_004326,Prepaid,Johor,2021-04-26,NovaConnect Prepaid Basic,20,42,False,,
CUST_004327,Prepaid,Sarawak,2020-12-29,NovaConnect Prepaid Basic,20,46,False,,
CUST_004328,Business,Sabah,2021-06-04,NovaConnect Business Elite,399,41,False,,
CUST_004329,Postpaid,Perak,2021-09-06,NovaConnect Postpaid 60,78,38,False,,
CUST_004330,Postpaid,Penang,2021-05-29,NovaConnect Postpaid 60,78,41,False,,
CUST_004331,Prepaid,Selangor,2024-02-24,NovaConnect Prepaid Basic,20,8,False,,
CUST_004332,Business,Johor,2022-03-27,NovaConnect Business Elite,399,31,False,,
CUST_004333,Prepaid,Penang,2024-04-10,NovaConnect Prepaid Plus,30,6,False,,
CUST_004334,Prepaid,Selangor,2023-04-26,NovaConnect Prepaid Basic,20,18,False,,
CUST_004335,Postpaid,Johor,2023-08-19,NovaConnect 5G Postpaid 100,128,14,False,,
CUST_004336,Business,Kuala Lumpur,2024-04-01,NovaConnect Business Elite,399,7,False,,
CUST_004337,Postpaid,Kuala Lumpur,2022-06-09,NovaConnect 5G Postpaid 100,128,29,False,,
CUST_004338,Prepaid,Penang,2023-05-02,NovaConnect Prepaid Basic,20,18,False,,
CUST_004339,Postpaid,Perak,2021-09-02,NovaConnect 5G Postpaid 100,128,38,False,,
CUST_004340,Prepaid,Johor,2022-12-13,NovaConnect Prepaid Plus,30,22,False,,
CUST_004341,Business,Selangor,2022-09-17,NovaConnect Business Pro,299,25,False,,
CUST_004342,Postpaid,Sabah,2022-05-18,NovaConnect Postpaid 40,58,29,False,,
CUST_004343,Prepaid,Johor,2022-08-10,NovaConnect Prepaid Plus,30,27,False,,
CUST_004344,Business,Johor,2020-05-14,NovaConnect Business Pro,299,54,False,,
CUST_004345,Enterprise,Sabah,2022-11-26,NovaConnect Enterprise 500,2499,23,True,2024-07-08,Pricing - Switched to U Mobile
CUST_004346,Business,Sarawak,2024-01-25,NovaConnect Business Elite,399,9,False,,
CUST_004347,Enterprise,Sarawak,2023-12-31,NovaConnect Enterprise 500,2499,10,False,,
CUST_004348,Postpaid,Melaka,2022-09-16,NovaConnect Postpaid 40,58,25,False,,
CUST_004349,Prepaid,Kuala Lumpur,2023-11-10,NovaConnect Prepaid Plus,30,11,False,,
CUST_004350,Prepaid,Johor,2021-03-10,NovaConnect Prepaid Plus,30,44,False,,
CUST_004351,Prepaid,Sabah,2020-01-12,NovaConnect Prepaid Plus,30,58,False,,
CUST_004352,Prepaid,Melaka,2020-07-19,NovaConnect Prepaid Basic,20,52,False,,
CUST_004353,Postpaid,Kuala Lumpur,2021-11-19,NovaConnect 5G Postpaid 100,128,35,False,,
CUST_004354,Prepaid,Selangor,2022-04-13,NovaConnect Prepaid Basic,20,31,False,,
CUST_004355,Postpaid,Perak,2020-01-10,NovaConnect 5G Postpaid 80,98,58,False,,
CUST_004356,Postpaid,Melaka,2023-07-22,NovaConnect 5G Postpaid 80,98,15,True,2024-06-28,Poor Coverage - Switched to Maxis
CUST_004357,Postpaid,Perak,2023-11-19,NovaConnect 5G Postpaid 100,128,11,False,,
CUST_004358,Postpaid,Kuala Lumpur,2021-08-18,NovaConnect Postpaid 60,78,39,False,,
CUST_004359,Postpaid,Kuala Lumpur,2020-06-20,NovaConnect Postpaid 40,58,53,False,,
CUST_004360,Business,Perak,2021-02-26,NovaConnect Business Pro,299,44,False,,
CUST_004361,Business,Selangor,2021-12-12,NovaConnect Business Elite,399,35,False,,
CUST_004362,Postpaid,Penang,2024-02-24,NovaConnect 5G Postpaid 100,128,8,False,,
CUST_004363,Postpaid,Melaka,2022-05-05,NovaConnect Postpaid 40,58,30,False,,
CUST_004364,Postpaid,Kuala Lumpur,2023-08-06,NovaConnect Postpaid 60,78,15,False,,
CUST_004365,Prepaid,Sarawak,2022-04-21,NovaConnect Prepaid Basic,20,30,False,,
CUST_004366,Postpaid,Penang,2023-07-10,NovaConnect 5G Postpaid 100,128,16,True,2024-10-05,Customer Service - Switched to Digi
CUST_004367,Postpaid,Selangor,2021-02-18,NovaConnect Postpaid 60,78,45,False,,
CUST_004368,Postpaid,Selangor,2020-04-11,NovaConnect Postpaid 60,78,55,False,,
CUST_004369,Postpaid,Johor,2019-11-16,NovaConnect 5G Postpaid 80,98,60,False,,
CUST_004370,Postpaid,Johor,2021-04-27,NovaConnect 5G Postpaid 80,98,42,False,,
CUST_004371,Postpaid,Sarawak,2020-12-29,NovaConnect 5G Postpaid 100,128,46,False,,
CUST_004372,Postpaid,Sabah,2022-04-04,NovaConnect Postpaid 60,78,31,False,,
CUST_004373,Prepaid,Selangor,2023-12-28,NovaConnect Prepaid Plus,30,10,False,,
CUST_004374,Prepaid,Sarawak,2023-04-04,NovaConnect Prepaid Basic,20,19,False,,
CUST_004375,Postpaid,Johor,2024-07-31,NovaConnect Postpaid 40,58,3,True,2024-07-07,Network Issues - Switched to Maxis
CUST_004376,Business,Sarawak,2024-02-12,NovaConnect Business Pro,299,8,False,,
CUST_004377,Postpaid,Johor,2022-03-12,NovaConnect Postpaid 60,78,32,False,,
CUST_004378,Postpaid,Penang,2020-05-08,NovaConnect 5G Postpaid 100,128,54,False,,
CUST_004379,Enterprise,Selangor,2022-10-12,NovaConnect Enterprise 300,1599,25,False,,
CUST_004380,Postpaid,Penang,2020-09-12,NovaConnect 5G Postpaid 100,128,50,False,,
CUST_004381,Prepaid,Sabah,2023-02-24,NovaConnect Prepaid Plus,30,20,False,,
CUST_004382,Postpaid,Johor,2023-01-13,NovaConnect Postpaid 60,78,21,False,,
CUST_004383,Postpaid,Melaka,2022-05-28,NovaConnect 5G Postpaid 100,128,29,False,,
CUST_004384,Business,Johor,2023-02-23,NovaConnect Business Elite,399,20,False,,
CUST_004385,Business,Selangor,2024-08-08,NovaConnect Business Pro,299,2,False,,
CUST_004386,Business,Sarawak,2024-08-30,NovaConnect Business Elite,399,2,False,,
CUST_004387,Postpaid,Kuala Lumpur,2024-01-13,NovaConnect 5G Postpaid 80,98,9,False,,
CUST_004388,Postpaid,Selangor,2022-11-24,NovaConnect Postpaid 60,78,23,False,,
CUST_004389,Prepaid,Johor,2020-09-20,NovaConnect Prepaid Plus,30,50,False,,
CUST_004390,Postpaid,Melaka,2021-07-13,NovaConnect Postpaid 40,58,40,False,,
CUST_004391,Prepaid,Melaka,2024-06-15,NovaConnect Prepaid Plus,30,4,False,,
CUST_004392,Postpaid,Kuala Lumpur,2023-03-12,NovaConnect 5G Postpaid 80,98,20,False,,
CUST_004393,Postpaid,Sarawak,2020-03-12,NovaConnect Postpaid 40,58,56,False,,
CUST_004394,Postpaid,Kuala Lumpur,2023-10-23,NovaConnect 5G Postpaid 100,128,12,False,,
CUST_004395,Postpaid,Selangor,2021-12-01,NovaConnect Postpaid 60,78,35,False,,
CUST_004396,Postpaid,Kuala Lumpur,2022-07-23,NovaConnect Postpaid 60,78,27,False,,
CUST_004397,Business,Melaka,2022-02-15,NovaConnect Business Elite,399,33,False,,
CUST_004398,Postpaid,Kuala Lumpur,2022-01-20,NovaConnect 5G Postpaid 100,128,33,False,,
CUST_004399,Prepaid,Perak,2020-02-22,NovaConnect Prepaid Plus,30,57,False,,
CUST_004400,Prepaid,Sarawak,2023-04-28,NovaConnect Prepaid Plus,30,18,False,,
CUST_004401,Postpaid,Sabah,2024-05-03,NovaConnect 5G Postpaid 100,128,6,False,,
CUST_004402,Business,Selangor,2022-02-03,NovaConnect Business Pro,299,33,False,,
CUST_004403,Postpaid,Sabah,2023-10-23,NovaConnect 5G Postpaid 80,98,12,False,,
CUST_004404,Postpaid,Penang,2020-06-04,NovaConnect 5G Postpaid 100,128,53,False,,
CUST_004405,Business,Kuala Lumpur,2022-04-11,NovaConnect Business Elite,399,31,False,,
CUST_004406,Prepaid,Perak,2020-07-04,NovaConnect Prepaid Basic,20,52,False,,
CUST_004407,Business,Sarawak,2020-01-28,NovaConnect Business Elite,399,57,False,,
CUST_004408,Prepaid,Penang,2024-05-29,NovaConnect Prepaid Basic,20,5,False,,
CUST_004409,Enterprise,Johor,2021-01-25,NovaConnect Enterprise 300,1599,45,False,,
CUST_004410,Prepaid,Kuala Lumpur,2022-11-15,NovaConnect Prepaid Basic,20,23,False,,
CUST_004411,Prepaid,Johor,2022-01-17,NovaConnect Prepaid Plus,30,33,False,,
CUST_004412,Postpaid,Perak,2020-11-25,NovaConnect 5G Postpaid 100,128,47,False,,
CUST_004413,Prepaid,Selangor,2020-07-20,NovaConnect Prepaid Plus,30,52,False,,
CUST_004414,Postpaid,Penang,2021-09-20,NovaConnect 5G Postpaid 100,128,37,False,,
CUST_004415,Prepaid,Penang,2023-10-12,NovaConnect Prepaid Basic,20,12,False,,
CUST_004416,Postpaid,Sarawak,2021-06-17,NovaConnect 5G Postpaid 80,98,41,False,,
CUST_004417,Business,Sabah,2020-04-19,NovaConnect Business Elite,399,55,False,,
CUST_004418,Business,Sarawak,2021-04-17,NovaConnect Business Elite,399,43,True,2024-08-27,Customer Service - Switched to Digi
CUST_004419,Postpaid,Selangor,2020-08-05,NovaConnect Postpaid 40,58,51,False,,
CUST_004420,Business,Sarawak,2020-01-08,NovaConnect Business Elite,399,58,False,,
CUST_004421,Postpaid,Selangor,2023-08-17,NovaConnect Postpaid 60,78,14,False,,
CUST_004422,Business,Sabah,2020-12-16,NovaConnect Business Pro,299,47,False,,
CUST_004423,Postpaid,Kuala Lumpur,2023-03-16,NovaConnect Postpaid 60,78,19,False,,
CUST_004424,Prepaid,Penang,2020-03-15,NovaConnect Prepaid Basic,20,56,False,,
CUST_004425,Prepaid,Selangor,2023-06-24,NovaConnect Prepaid Plus,30,16,False,,
CUST_004426,Postpaid,Johor,2022-03-02,NovaConnect 5G Postpaid 80,98,32,False,,
CUST_004427,Postpaid,Kuala Lumpur,2020-07-12,NovaConnect Postpaid 60,78,52,False,,
CUST_004428,Business,Penang,2022-06-18,NovaConnect Business Pro,299,28,False,,
CUST_004429,Postpaid,Sarawak,2023-08-21,NovaConnect Postpaid 40,58,14,False,,
CUST_004430,Prepaid,Kuala Lumpur,2022-07-29,NovaConnect Prepaid Basic,20,27,False,,
CUST_004431,Prepaid,Johor,2020-12-30,NovaConnect Prepaid Plus,30,46,False,,
CUST_004432,Postpaid,Johor,2022-07-04,NovaConnect Postpaid 60,78,28,False,,
CUST_004433,Postpaid,Selangor,2023-04-17,NovaConnect Postpaid 40,58,18,False,,
CUST_004434,Prepaid,Melaka,2022-12-24,NovaConnect Prepaid Basic,20,22,False,,
CUST_004435,Postpaid,Melaka,2021-01-25,NovaConnect Postpaid 60,78,45,False,,
CUST_004436,Postpaid,Penang,2024-03-17,NovaConnect 5G Postpaid 100,128,7,False,,
CUST_004437,Postpaid,Melaka,2020-10-16,NovaConnect Postpaid 40,58,49,False,,
CUST_004438,Business,Melaka,2020-05-22,NovaConnect Business Elite,399,54,False,,
CUST_004439,Postpaid,Sarawak,2023-06-01,NovaConnect Postpaid 60,78,17,False,,
CUST_004440,Postpaid,Selangor,2022-12-11,NovaConnect 5G Postpaid 80,98,23,False,,
CUST_004441,Prepaid,Penang,2021-08-12,NovaConnect Prepaid Plus,30,39,False,,
CUST_004442,Postpaid,Sabah,2020-08-05,NovaConnect 5G Postpaid 100,128,51,False,,
CUST_004443,Prepaid,Selangor,2020-10-05,NovaConnect Prepaid Basic,20,49,False,,
CUST_004444,Enterprise,Selangor,2024-07-29,NovaConnect Enterprise 300,1599,3,False,,
CUST_004445,Prepaid,Kuala Lumpur,2023-01-16,NovaConnect Prepaid Basic,20,21,False,,
CUST_004446,Prepaid,Sabah,2020-06-21,NovaConnect Prepaid Basic,20,53,True,2024-05-14,Customer Service - Switched to Digi
CUST_004447,Prepaid,Selangor,2022-01-10,NovaConnect Prepaid Basic,20,34,False,,
CUST_004448,Prepaid,Melaka,2019-12-06,NovaConnect Prepaid Plus,30,59,False,,
CUST_004449,Prepaid,Melaka,2022-12-21,NovaConnect Prepaid Basic,20,22,False,,
CUST_004450,Postpaid,Johor,2021-12-12,NovaConnect Postpaid 60,78,35,False,,
CUST_004451,Postpaid,Selangor,2020-01-25,NovaConnect Postpaid 40,58,58,False,,
CUST_004452,Business,Johor,2023-05-18,NovaConnect Business Elite,399,17,False,,
CUST_004453,Prepaid,Melaka,2020-11-06,NovaConnect Prepaid Basic,20,48,False,,
CUST_004454,Prepaid,Sabah,2022-03-02,NovaConnect Prepaid Basic,20,32,False,,
CUST_004455,Business,Perak,2020-01-19,NovaConnect Business Pro,299,58,False,,
CUST_004456,Enterprise,Perak,2023-05-11,NovaConnect Enterprise 500,2499,18,False,,
CUST_004457,Prepaid,Sabah,2019-12-12,NovaConnect Prepaid Plus,30,59,False,,
CUST_004458,Postpaid,Kuala Lumpur,2019-11-07,NovaConnect 5G Postpaid 80,98,60,False,,
CUST_004459,Business,Sarawak,2023-02-26,NovaConnect Business Pro,299,20,False,,
CUST_004460,Prepaid,Kuala Lumpur,2023-03-09,NovaConnect Prepaid Plus,30,20,False,,
CUST_004461,Postpaid,Sarawak,2021-10-18,NovaConnect Postpaid 40,58,37,False,,
CUST_004462,Business,Selangor,2022-01-15,NovaConnect Business Pro,299,34,False,,
CUST_004463,Postpaid,Sabah,2020-02-04,NovaConnect 5G Postpaid 80,98,57,False,,
CUST_004464,Postpaid,Melaka,2021-11-01,NovaConnect 5G Postpaid 100,128,36,False,,
CUST_004465,Prepaid,Melaka,2021-01-25,NovaConnect Prepaid Plus,30,45,False,,
CUST_004466,Business,Melaka,2022-09-07,NovaConnect Business Pro,299,26,False,,
CUST_004467,Prepaid,Johor,2023-07-28,NovaConnect Prepaid Plus,30,15,False,,
CUST_004468,Prepaid,Selangor,2021-01-17,NovaConnect Prepaid Plus,30,46,False,,
CUST_004469,Postpaid,Kuala Lumpur,2021-04-06,NovaConnect Postpaid 40,58,43,False,,
CUST_004470,Prepaid,Perak,2020-02-14,NovaConnect Prepaid Basic,20,57,True,2024-07-23,Customer Service - Switched to Digi
CUST_004471,Prepaid,Melaka,2022-06-29,NovaConnect Prepaid Plus,30,28,False,,
CUST_004472,Business,Sarawak,2022-05-20,NovaConnect Business Pro,299,29,False,,
CUST_004473,Postpaid,Johor,2020-05-02,NovaConnect Postpaid 40,58,54,False,,
CUST_004474,Prepaid,Kuala Lumpur,2023-07-09,NovaConnect Prepaid Plus,30,16,False,,
CUST_004475,Postpaid,Kuala Lumpur,2023-09-08,NovaConnect 5G Postpaid 80,98,14,False,,
CUST_004476,Enterprise,Kuala Lumpur,2021-07-30,NovaConnect Enterprise 500,2499,39,False,,
CUST_004477,Prepaid,Kuala Lumpur,2020-01-16,NovaConnect Prepaid Plus,30,58,False,,
CUST_004478,Business,Kuala Lumpur,2024-07-22,NovaConnect Business Pro,299,3,False,,
CUST_004479,Postpaid,Johor,2023-01-11,NovaConnect Postpaid 60,78,22,False,,
CUST_004480,Postpaid,Melaka,2020-04-05,NovaConnect 5G Postpaid 80,98,55,False,,
CUST_004481,Prepaid,Melaka,2021-10-14,NovaConnect Prepaid Basic,20,37,False,,
CUST_004482,Business,Selangor,2023-09-25,NovaConnect Business Elite,399,13,False,,
CUST_004483,Postpaid,Kuala Lumpur,2023-12-07,NovaConnect Postpaid 60,78,11,False,,
CUST_004484,Prepaid,Sabah,2021-08-30,NovaConnect Prepaid Basic,20,38,False,,
CUST_004485,Postpaid,Johor,2020-07-12,NovaConnect Postpaid 40,58,52,False,,
CUST_004486,Prepaid,Melaka,2022-04-24,NovaConnect Prepaid Plus,30,30,False,,
CUST_004487,Prepaid,Kuala Lumpur,2023-07-01,NovaConnect Prepaid Basic,20,16,False,,
CUST_004488,Enterprise,Selangor,2021-02-12,NovaConnect Enterprise 500,2499,45,False,,
CUST_004489,Postpaid,Perak,2020-08-06,NovaConnect Postpaid 40,58,51,False,,
CUST_004490,Postpaid,Sarawak,2023-05-14,NovaConnect 5G Postpaid 80,98,17,False,,
CUST_004491,Postpaid,Melaka,2022-04-10,NovaConnect Postpaid 60,78,31,False,,
CUST_004492,Postpaid,Johor,2021-02-04,NovaConnect 5G Postpaid 100,128,45,False,,
CUST_004493,Postpaid,Sabah,2023-02-19,NovaConnect Postpaid 60,78,20,False,,
CUST_004494,Prepaid,Sabah,2022-10-26,NovaConnect Prepaid Plus,30,24,False,,
CUST_004495,Postpaid,Sarawak,2021-03-15,NovaConnect 5G Postpaid 100,128,44,False,,
CUST_004496,Postpaid,Johor,2021-09-04,NovaConnect 5G Postpaid 80,98,38,False,,
CUST_004497,Postpaid,Selangor,2021-08-16,NovaConnect 5G Postpaid 80,98,39,False,,
CUST_004498,Postpaid,Sarawak,2020-02-03,NovaConnect Postpaid 40,58,57,False,,
CUST_004499,Postpaid,Penang,2022-08-18,NovaConnect 5G Postpaid 100,128,26,False,,
CUST_004500,Postpaid,Sarawak,2024-01-07,NovaConnect Postpaid 40,58,9,False,,
CUST_004501,Prepaid,Melaka,2021-11-16,NovaConnect Prepaid Plus,30,36,False,,
CUST_004502,Postpaid,Kuala Lumpur,2024-05-15,NovaConnect 5G Postpaid 100,128,5,True,2024-08-02,Pricing - Switched to U Mobile
CUST_004503,Enterprise,Selangor,2023-06-23,NovaConnect Enterprise 300,1599,16,False,,
CUST_004504,Postpaid,Melaka,2022-07-15,NovaConnect 5G Postpaid 100,128,28,False,,
CUST_004505,Postpaid,Selangor,2021-02-20,NovaConnect Postpaid 40,58,45,False,,
CUST_004506,Postpaid,Melaka,2022-06-04,NovaConnect Postpaid 40,58,29,False,,
CUST_004507,Postpaid,Melaka,2020-11-21,NovaConnect 5G Postpaid 80,98,48,False,,
CUST_004508,Postpaid,Johor,2019-11-26,NovaConnect Postpaid 40,58,60,False,,
CUST_004509,Postpaid,Johor,2022-12-26,NovaConnect Postpaid 60,78,22,False,,
CUST_004510,Business,Sabah,2024-06-10,NovaConnect Business Elite,399,4,False,,
CUST_004511,Prepaid,Selangor,2023-12-14,NovaConnect Prepaid Basic,20,10,False,,
CUST_004512,Enterprise,Selangor,2019-11-28,NovaConnect Enterprise 300,1599,60,False,,
CUST_004513,Postpaid,Johor,2023-08-29,NovaConnect Postpaid 60,78,14,False,,
CUST_004514,Postpaid,Melaka,2023-11-02,NovaConnect 5G Postpaid 80,98,12,False,,
CUST_004515,Prepaid,Sabah,2023-05-18,NovaConnect Prepaid Plus,30,17,False,,
CUST_004516,Postpaid,Sabah,2023-11-20,NovaConnect Postpaid 40,58,11,False,,
CUST_004517,Postpaid,Sarawak,2024-01-21,NovaConnect Postpaid 60,78,9,False,,
CUST_004518,Prepaid,Sarawak,2020-10-20,NovaConnect Prepaid Plus,30,49,False,,
CUST_004519,Postpaid,Perak,2021-11-09,NovaConnect Postpaid 40,58,36,True,2024-09-17,Better Offer - Switched to Maxis
CUST_004520,Prepaid,Kuala Lumpur,2020-06-13,NovaConnect Prepaid Basic,20,53,False,,
CUST_004521,Postpaid,Sabah,2021-10-09,NovaConnect 5G Postpaid 80,98,37,False,,
CUST_004522,Postpaid,Sabah,2021-04-17,NovaConnect 5G Postpaid 100,128,43,False,,
CUST_004523,Postpaid,Sarawak,2022-09-28,NovaConnect 5G Postpaid 100,128,25,False,,
CUST_004524,Postpaid,Selangor,2022-12-05,NovaConnect 5G Postpaid 100,128,23,False,,
CUST_004525,Enterprise,Johor,2021-03-05,NovaConnect Enterprise 300,1599,44,False,,
CUST_004526,Prepaid,Kuala Lumpur,2023-02-24,NovaConnect Prepaid Basic,20,20,False,,
CUST_004527,Postpaid,Melaka,2022-03-29,NovaConnect Postpaid 60,78,31,False,,
CUST_004528,Prepaid,Perak,2023-06-24,NovaConnect Prepaid Plus,30,16,False,,
CUST_004529,Prepaid,Perak,2020-10-11,NovaConnect Prepaid Plus,30,49,False,,
CUST_004530,Prepaid,Kuala Lumpur,2021-12-09,NovaConnect Prepaid Basic,20,35,False,,
CUST_004531,Prepaid,Penang,2021-05-25,NovaConnect Prepaid Basic,20,41,False,,
CUST_004532,Postpaid,Melaka,2022-08-05,NovaConnect 5G Postpaid 80,98,27,False,,
CUST_004533,Postpaid,Sabah,2021-09-25,NovaConnect Postpaid 60,78,37,False,,
CUST_004534,Postpaid,Melaka,2021-10-06,NovaConnect Postpaid 60,78,37,False,,
CUST_004535,Postpaid,Kuala Lumpur,2022-04-13,NovaConnect 5G Postpaid 100,128,31,False,,
CUST_004536,Postpaid,Selangor,2023-08-07,NovaConnect 5G Postpaid 100,128,15,False,,
CUST_004537,Business,Kuala Lumpur,2020-07-13,NovaConnect Business Pro,299,52,False,,
CUST_004538,Prepaid,Selangor,2021-03-02,NovaConnect Prepaid Basic,20,44,False,,
CUST_004539,Business,Selangor,2021-11-23,NovaConnect Business Elite,399,35,False,,
CUST_004540,Postpaid,Penang,2022-04-29,NovaConnect 5G Postpaid 80,98,30,False,,
CUST_004541,Postpaid,Melaka,2022-04-24,NovaConnect Postpaid 40,58,30,True,2024-08-22,Pricing - Switched to U Mobile
CUST_004542,Business,Selangor,2022-09-01,NovaConnect Business Elite,399,26,False,,
CUST_004543,Prepaid,Penang,2023-02-09,NovaConnect Prepaid Plus,30,21,False,,
CUST_004544,Postpaid,Johor,2024-02-18,NovaConnect 5G Postpaid 80,98,8,False,,
CUST_004545,Business,Melaka,2024-01-28,NovaConnect Business Pro,299,9,False,,
CUST_004546,Business,Melaka,2021-09-26,NovaConnect Business Pro,299,37,False,,
CUST_004547,Postpaid,Kuala Lumpur,2019-11-09,NovaConnect 5G Postpaid 100,128,60,False,,
CUST_004548,Prepaid,Kuala Lumpur,2022-12-31,NovaConnect Prepaid Plus,30,22,False,,
CUST_004549,Postpaid,Johor,2023-12-26,NovaConnect 5G Postpaid 100,128,10,False,,
CUST_004550,Postpaid,Penang,2019-12-03,NovaConnect 5G Postpaid 80,98,59,True,2024-07-06,Better Offer - Switched to Maxis
CUST_004551,Postpaid,Perak,2023-06-14,NovaConnect Postpaid 40,58,16,False,,
CUST_004552,Postpaid,Perak,2024-03-21,NovaConnect Postpaid 40,58,7,False,,
CUST_004553,Postpaid,Sarawak,2024-06-12,NovaConnect Postpaid 60,78,4,False,,
CUST_004554,Prepaid,Sabah,2022-12-09,NovaConnect Prepaid Plus,30,23,False,,
CUST_004555,Postpaid,Kuala Lumpur,2020-03-25,NovaConnect Postpaid 40,58,56,False,,
CUST_004556,Prepaid,Johor,2023-07-21,NovaConnect Prepaid Plus,30,15,False,,
CUST_004557,Prepaid,Perak,2022-08-04,NovaConnect Prepaid Plus,30,27,False,,
CUST_004558,Postpaid,Kuala Lumpur,2019-11-18,NovaConnect 5G Postpaid 80,98,60,False,,
CUST_004559,Prepaid,Melaka,2023-03-03,NovaConnect Prepaid Basic,20,20,False,,
CUST_004560,Prepaid,Penang,2019-11-20,NovaConnect Prepaid Basic,20,60,False,,
CUST_004561,Prepaid,Melaka,2020-09-26,NovaConnect Prepaid Basic,20,49,False,,
CUST_004562,Postpaid,Sarawak,2021-02-01,NovaConnect 5G Postpaid 100,128,45,False,,
CUST_004563,Prepaid,Johor,2020-06-26,NovaConnect Prepaid Basic,20,52,False,,
CUST_004564,Prepaid,Kuala Lumpur,2021-02-27,NovaConnect Prepaid Basic,20,44,False,,
CUST_004565,Postpaid,Sabah,2020-11-26,NovaConnect 5G Postpaid 80,98,47,False,,
CUST_004566,Prepaid,Kuala Lumpur,2020-06-22,NovaConnect Prepaid Basic,20,53,False,,
CUST_004567,Prepaid,Johor,2021-12-23,NovaConnect Prepaid Plus,30,34,False,,
