ITEM_NAME,BRAND,CATEGORY,SUBCATEGORY,DISCIPLINE,SKILL_LEVEL,GENDER,PRICE,PRODUCT_TYPE,FLEX_RATING,DESCRIPTION
Blend Lightweight Base Bottom,Volkl,Apparel,Base Layers,All-Mountain,Intermediate,Unisex,116.84,Base Layer,,Technical synthetic polyester base layer for high-output activity. Midweight with Odour resistance for multi-day use.
Merino Heavyweight Base Bottom,Ridgeline,Apparel,Base Layers,Touring,Beginner,Female,65.81,Base Layer,,"Lightweight bamboo fiber base layer. UPF 30 sun protection. Moisture-wicking, odour-resistant. Ideal under touring gear."
Merino Lightweight Base Top,Salomon,Apparel,Base Layers,All-Mountain,Beginner,Male,136.96,Base Layer,,Synthetic Polyester next-to-skin layer with UPF 30 sun protection. Lightweight for all-day comfort. Natural temperature regulation.
Blend Midweight Base Set,Volkl,Apparel,Base Layers,All-Mountain,Advanced,Male,69.62,Base Layer,,Bamboo Fiber next-to-skin layer with Odour resistance for multi-day use. Midweight for cold days. Natural temperature regulation.
Synthetic Midweight Base Bottom,Ridgeline,Apparel,Base Layers,All-Mountain,Advanced,Male,111.72,Base Layer,,Merino Wool next-to-skin layer with Odour resistance for multi-day use. Heavyweight for cold days. Natural temperature regulation.
Merino Heavyweight Base Set,Ortovox,Apparel,Base Layers,Touring,Advanced,Unisex,70.93,Base Layer,,Merino-Synthetic Blend next-to-skin layer with Odour resistance for multi-day use. Lightweight for variable temperatures. Natural temperature regulation.
Blend Lightweight Base Top,Volkl,Apparel,Base Layers,All-Mountain,Intermediate,Male,64.98,Base Layer,,Technical merino-synthetic blend base layer for moderate-output activity. Midweight with Odour resistance for multi-day use.
Merino Lightweight Base Set,Black Crows,Apparel,Base Layers,All-Mountain,Beginner,Male,123.04,Base Layer,,"Midweight merino wool base layer. UPF 30 sun protection. Moisture-wicking, odour-resistant. Ideal under all-mountain gear."
Merino Lightweight Base Bottom,Salomon,Apparel,Base Layers,Touring,Intermediate,Male,123.71,Base Layer,,"Lightweight merino-synthetic blend base layer. Flatlock seams for comfort. Moisture-wicking, odour-resistant. Ideal under touring gear."
Merino Midweight Base Top,Ridgeline,Apparel,Base Layers,Freeride,Beginner,Female,107.51,Base Layer,,Technical synthetic polyester base layer for high-output activity. Heavyweight with Quick-dry technology.
Merino Midweight Base Top,Ridgeline,Apparel,Base Layers,Freeride,Advanced,Female,146.56,Base Layer,,"Heavyweight merino wool base layer. UPF 30 sun protection. Moisture-wicking, odour-resistant. Ideal under freeride gear."
Synthetic Lightweight Base Bottom,Ridgeline,Apparel,Base Layers,All-Mountain,Intermediate,Female,66.12,Base Layer,,"Heavyweight synthetic polyester base layer. UPF 30 sun protection. Moisture-wicking, odour-resistant. Ideal under all-mountain gear."
Merino Midweight Base Bottom,Ridgeline,Apparel,Base Layers,All-Mountain,Beginner,Unisex,96.35,Base Layer,,Technical bamboo fiber base layer for high-output activity. Heavyweight with Odour resistance for multi-day use.
Synthetic Lightweight Base Top,Black Crows,Apparel,Base Layers,Freeride,Advanced,Male,90.78,Base Layer,,Merino Wool next-to-skin layer with UPF 30 sun protection. Midweight for all-day comfort. Natural temperature regulation.
Blend Heavyweight Base Top,Volkl,Apparel,Base Layers,All-Mountain,Intermediate,Male,57.31,Base Layer,,"Lightweight bamboo fiber base layer. Odour resistance for multi-day use. Moisture-wicking, odour-resistant. Ideal under all-mountain gear."
Synthetic Heavyweight Base Top,Black Crows,Apparel,Base Layers,Alpine,Beginner,Female,115.90,Base Layer,,"Midweight merino wool base layer. Quick-dry technology. Moisture-wicking, odour-resistant. Ideal under alpine gear."
Merino Heavyweight Base Top,Salomon,Apparel,Base Layers,Touring,Advanced,Female,119.39,Base Layer,,Technical bamboo fiber base layer for low-output activity. Heavyweight with 4-way stretch.
Merino Heavyweight Base Top,Ridgeline,Apparel,Base Layers,Touring,Advanced,Unisex,103.24,Base Layer,,"Heavyweight merino-synthetic blend base layer. Flatlock seams for comfort. Moisture-wicking, odour-resistant. Ideal under touring gear."
Synthetic Midlayer Zip,Ridgeline,Apparel,Midlayers,Touring,Intermediate,Unisex,85.95,Midlayer,,Versatile synthetic down midlayer for touring skiing. Elastic binding at cuffs. Compressible for pack or wear under shell.
Grid Midlayer Zip,Salomon,Apparel,Midlayers,Freeride,Intermediate,Male,170.74,Midlayer,,Lightweight PrimaLoft synthetic midlayer designed for moderate-output activity. Thumb loops for layering. Quick-drying and breathable.
Synthetic Midlayer Zip,Volkl,Apparel,Midlayers,All-Mountain,Intermediate,Male,89.77,Midlayer,,Versatile merino blend midlayer for all-mountain skiing. Kangaroo pocket. Compressible for pack or wear under shell.
Fleece Midlayer Zip,Black Crows,Apparel,Midlayers,Touring,Intermediate,Unisex,141.58,Midlayer,,Synthetic Down midlayer with Kangaroo pocket. Lightweight warmth for cold mornings. Pairs with any shell for touring days.
Down Midlayer Zip,Ridgeline,Apparel,Midlayers,Alpine,Beginner,Male,125.91,Midlayer,,Lightweight merino blend midlayer designed for moderate-output activity. Thumb loops for layering. Quick-drying and breathable.
Fleece Midlayer Zip,Ortovox,Apparel,Midlayers,Freeride,Intermediate,Female,150.42,Midlayer,,Versatile grid fleece midlayer for freeride skiing. Thumb loops for layering. Compressible for pack or wear under shell.
Synthetic Midlayer Zip,Black Crows,Apparel,Midlayers,All-Mountain,Advanced,Female,190.48,Midlayer,,Lightweight merino blend midlayer designed for moderate-output activity. Elastic binding at cuffs. Quick-drying and breathable.
Synthetic Midlayer Zip,Black Crows,Apparel,Midlayers,Touring,Beginner,Female,117.55,Midlayer,,Lightweight grid fleece midlayer designed for moderate-output activity. Stretch panels for mobility. Quick-drying and breathable.
Down Midlayer Zip,Ortovox,Apparel,Midlayers,Freeride,Advanced,Unisex,127.49,Midlayer,,Lightweight synthetic down midlayer designed for high-output activity. Thumb loops for layering. Quick-drying and breathable.
Insulated Midlayer Zip,Black Crows,Apparel,Midlayers,All-Mountain,Intermediate,Female,110.36,Midlayer,,Lightweight Polartec fleece midlayer designed for moderate-output activity. Chin guard on zipper. Quick-drying and breathable.
Fleece Midlayer Zip,Black Crows,Apparel,Midlayers,Freeride,Advanced,Female,99.65,Midlayer,,Merino Blend midlayer with Kangaroo pocket. Lightweight warmth for active touring. Pairs with any shell for freeride days.
Synthetic Midlayer Zip,Ridgeline,Apparel,Midlayers,Touring,Advanced,Unisex,129.24,Midlayer,,Versatile PrimaLoft synthetic midlayer for touring skiing. Thumb loops for layering. Compressible for pack or wear under shell.
Fleece Midlayer Zip,Ridgeline,Apparel,Midlayers,All-Mountain,Beginner,Male,194.26,Midlayer,,Lightweight grid fleece midlayer designed for moderate-output activity. Stretch panels for mobility. Quick-drying and breathable.
Insulated Midlayer Zip,Ridgeline,Apparel,Midlayers,Alpine,Advanced,Unisex,112.18,Midlayer,,Versatile synthetic down midlayer for alpine skiing. Chin guard on zipper. Compressible for pack or wear under shell.
Synthetic Midlayer Zip,Volkl,Apparel,Midlayers,Alpine,Advanced,Female,112.06,Midlayer,,Lightweight PrimaLoft synthetic midlayer designed for mixed-output activity. Elastic binding at cuffs. Quick-drying and breathable.
Synthetic Midlayer Zip,Ridgeline,Apparel,Midlayers,All-Mountain,Intermediate,Female,142.38,Midlayer,,Grid Fleece midlayer with Chin guard on zipper. Midweight warmth for active touring. Pairs with any shell for all-mountain days.
Synthetic Midlayer Zip,Ridgeline,Apparel,Midlayers,All-Mountain,Advanced,Female,215.63,Midlayer,,Versatile synthetic down midlayer for all-mountain skiing. Kangaroo pocket. Compressible for pack or wear under shell.
Insulated Midlayer Zip,Black Crows,Apparel,Midlayers,Freeride,Beginner,Female,159.68,Midlayer,,Grid Fleece midlayer with Stretch panels for mobility. Heavy warmth for active touring. Pairs with any shell for freeride days.
Insulated Midlayer Zip,Ridgeline,Apparel,Midlayers,Touring,Intermediate,Male,173.49,Midlayer,,Versatile synthetic down midlayer for touring skiing. Thumb loops for layering. Compressible for pack or wear under shell.
Grid Midlayer Zip,Ridgeline,Apparel,Midlayers,Touring,Advanced,Female,163.00,Midlayer,,Lightweight synthetic down midlayer designed for moderate-output activity. Stretch panels for mobility. Quick-drying and breathable.
Synthetic Midlayer Zip,Ortovox,Apparel,Midlayers,All-Mountain,Beginner,Unisex,192.21,Midlayer,,Merino Blend midlayer with Thumb loops for layering. Midweight warmth for windy ridgelines. Pairs with any shell for all-mountain days.
Insulated Midlayer Zip,Salomon,Apparel,Midlayers,All-Mountain,Beginner,Unisex,205.75,Midlayer,,Versatile merino blend midlayer for all-mountain skiing. Elastic binding at cuffs. Compressible for pack or wear under shell.
Fleece Midlayer Zip,Ridgeline,Apparel,Midlayers,Alpine,Intermediate,Unisex,203.60,Midlayer,,Lightweight grid fleece midlayer designed for high-output activity. Thumb loops for layering. Quick-drying and breathable.
Synthetic Midlayer Zip,Ridgeline,Apparel,Midlayers,Freeride,Intermediate,Male,87.99,Midlayer,,Versatile merino blend midlayer for freeride skiing. Chin guard on zipper. Compressible for pack or wear under shell.
Down Midlayer Zip,Black Crows,Apparel,Midlayers,Alpine,Advanced,Male,209.30,Midlayer,,Versatile Polartec fleece midlayer for alpine skiing. Elastic binding at cuffs. Compressible for pack or wear under shell.
Fleece Midlayer Zip,Salomon,Apparel,Midlayers,Touring,Advanced,Unisex,196.02,Midlayer,,Primaloft Synthetic midlayer with Elastic binding at cuffs. Midweight warmth for windy ridgelines. Pairs with any shell for touring days.
Down Midlayer Zip,Black Crows,Apparel,Midlayers,Touring,Intermediate,Female,136.85,Midlayer,,Versatile Polartec fleece midlayer for touring skiing. Thumb loops for layering. Compressible for pack or wear under shell.
Fleece Midlayer Zip,Black Crows,Apparel,Midlayers,Alpine,Intermediate,Female,234.73,Midlayer,,Versatile synthetic down midlayer for alpine skiing. Stretch panels for mobility. Compressible for pack or wear under shell.
Synthetic Midlayer Zip,Ridgeline,Apparel,Midlayers,All-Mountain,Advanced,Unisex,208.81,Midlayer,,Synthetic Down midlayer with Chin guard on zipper. Lightweight warmth for cold mornings. Pairs with any shell for all-mountain days.
Down Midlayer Zip,Volkl,Apparel,Midlayers,Freeride,Advanced,Male,131.26,Midlayer,,Synthetic Down midlayer with Stretch panels for mobility. Midweight warmth for cold mornings. Pairs with any shell for freeride days.
Insulated Midlayer Zip,Salomon,Apparel,Midlayers,All-Mountain,Beginner,Male,97.33,Midlayer,,Primaloft Synthetic midlayer with Stretch panels for mobility. Midweight warmth for cold mornings. Pairs with any shell for all-mountain days.
Down Midlayer Zip,Ridgeline,Apparel,Midlayers,Alpine,Beginner,Male,235.42,Midlayer,,Primaloft Synthetic midlayer with Thumb loops for layering. Lightweight warmth for moderate temps. Pairs with any shell for alpine days.
Insulated Midlayer Zip,Ridgeline,Apparel,Midlayers,Touring,Advanced,Female,138.87,Midlayer,,Versatile PrimaLoft synthetic midlayer for touring skiing. Thumb loops for layering. Compressible for pack or wear under shell.
Down Midlayer Zip,Salomon,Apparel,Midlayers,Freeride,Advanced,Male,242.92,Midlayer,,Versatile PrimaLoft synthetic midlayer for freeride skiing. Stretch panels for mobility. Compressible for pack or wear under shell.
Grid Midlayer Zip,Volkl,Apparel,Midlayers,All-Mountain,Intermediate,Unisex,179.19,Midlayer,,Polartec Fleece midlayer with Thumb loops for layering. Midweight warmth for active touring. Pairs with any shell for all-mountain days.
Fleece Midlayer Zip,Black Crows,Apparel,Midlayers,All-Mountain,Beginner,Female,100.01,Midlayer,,Lightweight PrimaLoft synthetic midlayer designed for mixed-output activity. Thumb loops for layering. Quick-drying and breathable.
Grid Midlayer Zip,Black Crows,Apparel,Midlayers,Alpine,Beginner,Female,162.93,Midlayer,,Lightweight grid fleece midlayer designed for mixed-output activity. Kangaroo pocket. Quick-drying and breathable.
Fleece Midlayer Zip,Ridgeline,Apparel,Midlayers,All-Mountain,Intermediate,Female,111.09,Midlayer,,Lightweight merino blend midlayer designed for mixed-output activity. Chin guard on zipper. Quick-drying and breathable.
Fleece Midlayer Zip,Salomon,Apparel,Midlayers,All-Mountain,Intermediate,Unisex,190.95,Midlayer,,Versatile Polartec fleece midlayer for all-mountain skiing. Thumb loops for layering. Compressible for pack or wear under shell.
Synthetic Midlayer Zip,Ortovox,Apparel,Midlayers,Freeride,Beginner,Female,244.79,Midlayer,,Lightweight synthetic down midlayer designed for high-output activity. Elastic binding at cuffs. Quick-drying and breathable.
Touring All-Mountain Mittens,Salomon,Apparel,Gloves,Touring,Advanced,Unisex,284.24,Gloves,,Technical touring mittens with fleece insulation. Hipora waterproofing. Heated elements with battery.
Touring Heated Gloves,Ridgeline,Apparel,Gloves,Touring,Expert,Female,99.01,Gloves,,Technical touring gloves with PrimaLoft Gold insulation. Gore-Tex waterproofing. Removable liner.
Touring Touring Gloves,Black Crows,Apparel,Gloves,Touring,Intermediate,Female,200.71,Gloves,,Technical touring mittens with fleece insulation. Hipora waterproofing. Wrist leash included.
All-Mountain Pro Mittens,Black Crows,Apparel,Gloves,All-Mountain,Advanced,Unisex,181.12,Gloves,,Technical all-mountain mittens with PrimaLoft Gold insulation. Hipora waterproofing. Nose wipe thumb panel.
Freeride Insulated Gloves,Ridgeline,Apparel,Gloves,Freeride,Advanced,Unisex,81.68,Gloves,,Technical freeride mittens with down insulation. Hipora waterproofing. Touchscreen fingertips.
Freeride Insulated Mittens,Black Crows,Apparel,Gloves,Freeride,Beginner,Female,107.48,Gloves,,Technical freeride gloves with down insulation. DryLoft waterproofing. Touchscreen fingertips.
All-Mountain Touring Mittens,Ridgeline,Apparel,Gloves,All-Mountain,Beginner,Unisex,127.73,Gloves,,down insulated gloves with DryLoft membrane. Nose wipe thumb panel. silicone grip palm for grip.
Touring Race Gloves,Ridgeline,Apparel,Gloves,Touring,Beginner,Unisex,56.03,Gloves,,Technical touring mittens with down insulation. waterproof insert waterproofing. Heated elements with battery.
Park Softshell Gloves,Salomon,Apparel,Gloves,Park,Expert,Female,44.30,Gloves,,down insulated gloves with Hipora membrane. Nose wipe thumb panel. silicone grip palm for grip.
Freeride All-Mountain Gloves,Salomon,Apparel,Gloves,Freeride,Advanced,Female,169.72,Gloves,,Warm gloves for backcountry touring. Thinsulate fill with DryLoft liner. Removable liner. Kevlar-reinforced palm.
Alpine Race Mittens,Volkl,Apparel,Gloves,Alpine,Intermediate,Female,107.94,Gloves,,PrimaLoft Black insulated mittens with Gore-Tex membrane. Heated elements with battery. goat leather palm for grip.
All-Mountain Touring Mittens,Black Crows,Apparel,Gloves,All-Mountain,Expert,Female,93.53,Gloves,,Technical all-mountain mittens with Thinsulate insulation. DryLoft waterproofing. Heated elements with battery.
All-Mountain Heated Gloves,Ridgeline,Apparel,Gloves,All-Mountain,Expert,Unisex,237.49,Gloves,,Warm mittens for resort days. fleece fill with waterproof insert liner. Wrist leash included. silicone grip palm.
All-Mountain Pro Gloves,Black Crows,Apparel,Gloves,All-Mountain,Expert,Unisex,227.92,Gloves,,Technical all-mountain gloves with down insulation. Hipora waterproofing. Wrist leash included.
Alpine Race Gloves,Ridgeline,Apparel,Gloves,Alpine,Intermediate,Female,108.40,Gloves,,down insulated gloves with waterproof insert membrane. Wrist leash included. silicone grip palm for grip.
Touring Insulated Mittens,Ridgeline,Apparel,Gloves,Touring,Expert,Female,184.55,Gloves,,fleece insulated mittens with Gore-Tex membrane. Wrist leash included. synthetic leather palm for grip.
Touring Softshell Gloves,Ridgeline,Apparel,Gloves,Touring,Intermediate,Unisex,260.66,Gloves,,Technical touring mittens with PrimaLoft Gold insulation. Gore-Tex waterproofing. Heated elements with battery.
Alpine Liner Gloves,Volkl,Apparel,Gloves,Alpine,Expert,Unisex,258.12,Gloves,,Warm gloves for variable weather. Thinsulate fill with Gore-Tex liner. Removable liner. Kevlar-reinforced palm.
Touring Liner Mittens,Ridgeline,Apparel,Gloves,Touring,Advanced,Unisex,230.68,Gloves,,Technical touring gloves with PrimaLoft Black insulation. waterproof insert waterproofing. Wrist leash included.
All-Mountain Touring Mittens,Ridgeline,Apparel,Gloves,All-Mountain,Beginner,Female,177.70,Gloves,,Technical all-mountain mittens with Thinsulate insulation. Hipora waterproofing. Wrist leash included.
Touring Pro Gloves,Ridgeline,Apparel,Gloves,Touring,Advanced,Male,206.80,Gloves,,Warm mittens for resort days. fleece fill with waterproof insert liner. Heated elements with battery. Kevlar-reinforced palm.
Touring Softshell Mittens,Ortovox,Apparel,Gloves,Touring,Beginner,Unisex,264.41,Gloves,,Technical touring gloves with PrimaLoft Gold insulation. Hipora waterproofing. Nose wipe thumb panel.
Freeride Insulated Gloves,Ridgeline,Apparel,Gloves,Freeride,Expert,Unisex,121.47,Gloves,,Warm mittens for resort days. down fill with Gore-Tex liner. Removable liner. silicone grip palm.
Alpine Touring Mittens,Ridgeline,Apparel,Gloves,Alpine,Intermediate,Unisex,106.85,Gloves,,Warm gloves for variable weather. synthetic fill with DryLoft liner. Touchscreen fingertips. silicone grip palm.
Freeride Race Mittens,Ridgeline,Apparel,Gloves,Freeride,Beginner,Female,91.02,Gloves,,Warm gloves for variable weather. Thinsulate fill with Gore-Tex liner. Wrist leash included. goat leather palm.
Touring Heated Mittens,Salomon,Apparel,Gloves,Touring,Expert,Female,266.11,Gloves,,Technical touring gloves with PrimaLoft Black insulation. DryLoft waterproofing. Wrist leash included.
Park Liner Gloves,Ridgeline,Apparel,Gloves,Park,Intermediate,Male,285.51,Gloves,,Warm gloves for backcountry touring. synthetic fill with waterproof insert liner. Wrist leash included. Kevlar-reinforced palm.
Touring Heated Gloves,Ridgeline,Apparel,Gloves,Touring,Intermediate,Male,288.09,Gloves,,Warm gloves for variable weather. PrimaLoft Gold fill with Hipora liner. Removable liner. silicone grip palm.
Touring Heated Mittens,Ridgeline,Apparel,Gloves,Touring,Advanced,Unisex,167.48,Gloves,,Technical touring mittens with PrimaLoft Black insulation. waterproof insert waterproofing. Wrist leash included.
Alpine Softshell Gloves,Salomon,Apparel,Gloves,Alpine,Advanced,Female,100.23,Gloves,,Technical alpine mittens with down insulation. Hipora waterproofing. Touchscreen fingertips.
Park Insulated Mittens,Ortovox,Apparel,Gloves,Park,Intermediate,Unisex,138.71,Gloves,,Technical park mittens with PrimaLoft Gold insulation. Gore-Tex waterproofing. Touchscreen fingertips.
All-Mountain Insulated Mittens,Ortovox,Apparel,Gloves,All-Mountain,Beginner,Male,104.95,Gloves,,Technical all-mountain gloves with synthetic insulation. DryLoft waterproofing. Heated elements with battery.
Park All-Mountain Mittens,Ridgeline,Apparel,Gloves,Park,Advanced,Female,73.30,Gloves,,Technical park gloves with PrimaLoft Black insulation. DryLoft waterproofing. Nose wipe thumb panel.
Touring Race Mittens,Volkl,Apparel,Gloves,Touring,Advanced,Female,112.56,Gloves,,Thinsulate insulated mittens with DryLoft membrane. Wrist leash included. silicone grip palm for grip.
Park Liner Gloves,Black Crows,Apparel,Gloves,Park,Beginner,Male,77.64,Gloves,,PrimaLoft Gold insulated mittens with Hipora membrane. Wrist leash included. Kevlar-reinforced palm for grip.
Park Softshell Mittens,Ortovox,Apparel,Gloves,Park,Beginner,Female,131.70,Gloves,,synthetic insulated mittens with Gore-Tex membrane. Touchscreen fingertips. synthetic leather palm for grip.
Freeride Race Gloves,Volkl,Apparel,Gloves,Freeride,Intermediate,Unisex,171.27,Gloves,,Technical freeride gloves with Thinsulate insulation. Gore-Tex waterproofing. Removable liner.
Touring Touring Mittens,Salomon,Apparel,Gloves,Touring,Beginner,Female,216.14,Gloves,,Technical touring gloves with down insulation. Gore-Tex waterproofing. Wrist leash included.
Park Pro Mittens,Volkl,Apparel,Gloves,Park,Expert,Unisex,287.35,Gloves,,PrimaLoft Gold insulated gloves with Hipora membrane. Heated elements with battery. Kevlar-reinforced palm for grip.
Touring Insulated Gloves,Volkl,Apparel,Gloves,Touring,Advanced,Male,232.39,Gloves,,synthetic insulated mittens with DryLoft membrane. Wrist leash included. synthetic leather palm for grip.
Freeride Heated Gloves,Volkl,Apparel,Gloves,Freeride,Expert,Female,113.08,Gloves,,Warm gloves for resort days. down fill with Hipora liner. Nose wipe thumb panel. silicone grip palm.
Touring Insulated Mittens,Ridgeline,Apparel,Gloves,Touring,Intermediate,Female,154.82,Gloves,,Technical touring mittens with down insulation. Hipora waterproofing. Removable liner.
Alpine Softshell Gloves,Black Crows,Apparel,Gloves,Alpine,Beginner,Unisex,127.85,Gloves,,Technical alpine gloves with fleece insulation. waterproof insert waterproofing. Heated elements with battery.
Park Race Gloves,Ridgeline,Apparel,Gloves,Park,Advanced,Male,294.89,Gloves,,Thinsulate insulated gloves with Hipora membrane. Heated elements with battery. Kevlar-reinforced palm for grip.
All-Mountain Race Mittens,Black Crows,Apparel,Gloves,All-Mountain,Expert,Female,63.57,Gloves,,down insulated mittens with Gore-Tex membrane. Touchscreen fingertips. goat leather palm for grip.
Alpine Race Mittens,Volkl,Apparel,Gloves,Alpine,Beginner,Female,266.96,Gloves,,Thinsulate insulated mittens with Hipora membrane. Heated elements with battery. silicone grip palm for grip.
Alpine Pro Gloves,Ridgeline,Apparel,Gloves,Alpine,Advanced,Unisex,66.65,Gloves,,Warm mittens for backcountry touring. synthetic fill with Gore-Tex liner. Wrist leash included. goat leather palm.
All-Mountain All-Mountain Mittens,Ridgeline,Apparel,Gloves,All-Mountain,Expert,Female,199.81,Gloves,,down insulated gloves with Gore-Tex membrane. Wrist leash included. synthetic leather palm for grip.
Freeride Heated Gloves,Volkl,Apparel,Gloves,Freeride,Beginner,Male,164.09,Gloves,,Technical freeride mittens with synthetic insulation. waterproof insert waterproofing. Nose wipe thumb panel.
Alpine Softshell Mittens,Ridgeline,Apparel,Gloves,Alpine,Intermediate,Male,231.08,Gloves,,Technical alpine gloves with synthetic insulation. Gore-Tex waterproofing. Heated elements with battery.
Wool Beanie,Black Crows,Apparel,Headwear,All-Mountain,Beginner,Female,25.35,Headwear,,Polartec Power Stretch balaclava for cold weather skiing. Moisture-wicking. Fits under helmet. Moisture-wicking.
Wool Beanie,Ridgeline,Apparel,Headwear,All-Mountain,Advanced,Unisex,56.88,Headwear,,Warm Polartec Power Stretch helmet liner designed for extreme cold. Seamless construction. Low-profile fit for helmet compatibility.
Balaclava,Black Crows,Apparel,Headwear,Alpine,Intermediate,Unisex,43.35,Headwear,,Warm merino wool balaclava designed for windy ridgelines. Wind-resistant front panel. Low-profile fit for helmet compatibility.
Balaclava,Salomon,Apparel,Headwear,Alpine,Beginner,Female,56.95,Headwear,,Warm synthetic blend balaclava designed for mild days. Flatlock seams. Low-profile fit for helmet compatibility.
Balaclava,Ortovox,Apparel,Headwear,All-Mountain,Beginner,Female,56.81,Headwear,,Polartec Power Stretch headband for cold weather skiing. Moisture-wicking. Fits under helmet. Moisture-wicking.
Fleece Beanie,Ridgeline,Apparel,Headwear,Alpine,Advanced,Female,30.68,Headwear,,Warm fleece balaclava designed for spring skiing. Seamless construction. Low-profile fit for helmet compatibility.
Helmet Liner,Ridgeline,Apparel,Headwear,Freeride,Advanced,Male,68.97,Headwear,,Synthetic Blend headband for cold weather skiing. Flatlock seams. Fits under helmet. Moisture-wicking.
Merino Beanie,Volkl,Apparel,Headwear,Touring,Intermediate,Male,52.17,Headwear,,Warm bamboo fiber helmet liner designed for windy ridgelines. Moisture-wicking. Low-profile fit for helmet compatibility.
Wool Beanie,Salomon,Apparel,Headwear,Alpine,Advanced,Female,64.44,Headwear,,Warm bamboo fiber beanie designed for spring skiing. Seamless construction. Low-profile fit for helmet compatibility.
Merino Beanie,Ortovox,Apparel,Headwear,Alpine,Beginner,Unisex,51.82,Headwear,,Bamboo Fiber beanie for cold weather skiing. Wind-resistant front panel. Fits under helmet. Moisture-wicking.
Wool Beanie,Black Crows,Apparel,Headwear,Freeride,Intermediate,Male,57.05,Headwear,,Warm Polartec Power Stretch balaclava designed for mild days. Seamless construction. Low-profile fit for helmet compatibility.
Balaclava,Ridgeline,Apparel,Headwear,Freeride,Beginner,Male,44.32,Headwear,,Warm merino wool helmet liner designed for windy ridgelines. Moisture-wicking. Low-profile fit for helmet compatibility.
Balaclava,Black Crows,Apparel,Headwear,Alpine,Intermediate,Female,56.47,Headwear,,Synthetic Blend helmet liner for cold weather skiing. Flatlock seams. Fits under helmet. Moisture-wicking.
Headband,Ridgeline,Apparel,Headwear,All-Mountain,Intermediate,Female,64.51,Headwear,,Synthetic Blend beanie for cold weather skiing. Moisture-wicking. Fits under helmet. Moisture-wicking.
Fleece Beanie,Salomon,Apparel,Headwear,Alpine,Beginner,Female,38.85,Headwear,,Polartec Power Stretch beanie for cold weather skiing. Moisture-wicking. Fits under helmet. Moisture-wicking.
Headband,Ortovox,Apparel,Headwear,Alpine,Advanced,Unisex,60.16,Headwear,,Warm synthetic blend balaclava designed for windy ridgelines. Moisture-wicking. Low-profile fit for helmet compatibility.
Fleece Beanie,Ortovox,Apparel,Headwear,Alpine,Intermediate,Unisex,51.86,Headwear,,Warm Polartec Power Stretch balaclava designed for spring skiing. Flatlock seams. Low-profile fit for helmet compatibility.
Headband,Volkl,Apparel,Headwear,All-Mountain,Beginner,Female,28.71,Headwear,,Synthetic Blend balaclava for cold weather skiing. Flatlock seams. Fits under helmet. Moisture-wicking.
Fleece Beanie,Ridgeline,Apparel,Headwear,Touring,Advanced,Female,58.31,Headwear,,Merino Wool beanie for cold weather skiing. Wind-resistant front panel. Fits under helmet. Moisture-wicking.
Merino Beanie,Volkl,Apparel,Headwear,Touring,Advanced,Female,68.43,Headwear,,Merino Wool headband for cold weather skiing. Reflective logo. Fits under helmet. Moisture-wicking.
Merino Beanie,Ridgeline,Apparel,Headwear,Alpine,Intermediate,Female,50.19,Headwear,,Warm Polartec Power Stretch headband designed for mild days. Flatlock seams. Low-profile fit for helmet compatibility.
Fleece Beanie,Ridgeline,Apparel,Headwear,Freeride,Advanced,Female,47.87,Headwear,,Warm merino wool headband designed for mild days. Wind-resistant front panel. Low-profile fit for helmet compatibility.
Merino Beanie,Ridgeline,Apparel,Headwear,Freeride,Advanced,Female,61.45,Headwear,,Warm merino wool beanie designed for mild days. Moisture-wicking. Low-profile fit for helmet compatibility.
Headband,Ridgeline,Apparel,Headwear,Alpine,Intermediate,Unisex,48.16,Headwear,,Warm bamboo fiber balaclava designed for spring skiing. Reflective logo. Low-profile fit for helmet compatibility.
Fleece Beanie,Ortovox,Apparel,Headwear,All-Mountain,Advanced,Female,61.25,Headwear,,Bamboo Fiber helmet liner for cold weather skiing. Moisture-wicking. Fits under helmet. Moisture-wicking.
Merino Beanie,Ortovox,Apparel,Headwear,Alpine,Advanced,Male,45.04,Headwear,,Fleece headband for cold weather skiing. Seamless construction. Fits under helmet. Moisture-wicking.
Helmet Liner,Ridgeline,Apparel,Headwear,Touring,Beginner,Unisex,31.75,Headwear,,Warm synthetic blend headband designed for windy ridgelines. Reflective logo. Low-profile fit for helmet compatibility.
Helmet Liner,Ridgeline,Apparel,Headwear,Freeride,Beginner,Unisex,43.56,Headwear,,Synthetic Blend helmet liner for cold weather skiing. Flatlock seams. Fits under helmet. Moisture-wicking.
Headband,Ridgeline,Apparel,Headwear,Touring,Beginner,Male,43.37,Headwear,,Warm synthetic blend balaclava designed for spring skiing. Reflective logo. Low-profile fit for helmet compatibility.
Balaclava,Volkl,Apparel,Headwear,Freeride,Beginner,Unisex,53.00,Headwear,,Warm Polartec Power Stretch helmet liner designed for extreme cold. Reflective logo. Low-profile fit for helmet compatibility.
All-Mountain Freeride Helmet,Ridgeline,Protection,Helmets,All-Mountain,Advanced,Unisex,117.33,Helmet,,All-Mountain helmet designed for steep descents. MIPS certified with hybrid in-mold/ABS construction. Audio-ready ear pads. Half-Shell Pad adjustment.
